scenario,cluster_count,cluster_size,sample_size,epsilon,replicate,method,effect,truth,estimate,error,fit_success,iterations,gradient_norm,coefficient_norm
complex,200,8,1600,1,94,doi_private_generic,spillover_treated,0.1731328632,0.2520010562,0.07886819299,True,83,0.0004377052281,6.317303929
complex,200,8,1600,1,94,doi_private_no_interference,direct_low,0.09860674353,0.1019901378,0.003383394285,True,11,2.657369637e-07,1.297142096
complex,200,8,1600,1,94,doi_private_no_interference,direct_high,0.1616022877,0.1019901378,-0.05961214986,True,11,2.657369637e-07,1.297142096
complex,200,8,1600,1,94,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,11,2.657369637e-07,1.297142096
complex,200,8,1600,1,94,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,11,2.657369637e-07,1.297142096
complex,200,8,1600,2,94,design_ht,direct_low,0.09860674353,0.05529852901,-0.04330821452,True,0,0,0
complex,200,8,1600,2,94,design_ht,direct_high,0.1616022877,0.09624911672,-0.06535317096,True,0,0,0
complex,200,8,1600,2,94,design_ht,spillover_control,0.110137319,0.07681970489,-0.03331761415,True,0,0,0
complex,200,8,1600,2,94,design_ht,spillover_treated,0.1731328632,0.1177702926,-0.05536257059,True,0,0,0
complex,200,8,1600,2,94,doi_nonprivate_generic,direct_low,0.09860674353,0.09685355911,-0.001753184419,True,60,0.004227073941,4.60195399
complex,200,8,1600,2,94,doi_nonprivate_generic,direct_high,0.1616022877,0.1577955567,-0.003806731004,True,60,0.004227073941,4.60195399
complex,200,8,1600,2,94,doi_nonprivate_generic,spillover_control,0.110137319,0.1151520831,0.005014764043,True,60,0.004227073941,4.60195399
complex,200,8,1600,2,94,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1760940806,0.002961217459,True,60,0.004227073941,4.60195399
complex,200,8,1600,2,94,doi_private_generic,direct_low,0.09860674353,0.0404627521,-0.05814399143,True,61,0.007742931512,2.807507274
complex,200,8,1600,2,94,doi_private_generic,direct_high,0.1616022877,0.177084337,0.01548204931,True,61,0.007742931512,2.807507274
complex,200,8,1600,2,94,doi_private_generic,spillover_control,0.110137319,0.1144450896,0.004307770579,True,61,0.007742931512,2.807507274
complex,200,8,1600,2,94,doi_private_generic,spillover_treated,0.1731328632,0.2510666745,0.07793381132,True,61,0.007742931512,2.807507274
complex,200,8,1600,2,94,doi_private_no_interference,direct_low,0.09860674353,0.204865517,0.1062587734,True,10,0.0001025989538,1.301441771
complex,200,8,1600,2,94,doi_private_no_interference,direct_high,0.1616022877,0.204865517,0.0432632293,True,10,0.0001025989538,1.301441771
complex,200,8,1600,2,94,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,0.0001025989538,1.301441771
complex,200,8,1600,2,94,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,0.0001025989538,1.301441771
complex,200,8,1600,0.5,95,design_ht,direct_low,0.09860674353,0.1773891688,0.07878242526,True,0,0,0
complex,200,8,1600,0.5,95,design_ht,direct_high,0.1616022877,0.4952801405,0.3336778528,True,0,0,0
complex,200,8,1600,0.5,95,design_ht,spillover_control,0.110137319,-0.1061819295,-0.2163192486,True,0,0,0
complex,200,8,1600,0.5,95,design_ht,spillover_treated,0.1731328632,0.2117090421,0.03857617896,True,0,0,0
complex,200,8,1600,0.5,95,doi_nonprivate_generic,direct_low,0.09860674353,0.09830465105,-0.0003020924819,True,76,0.000883323919,4.553493815
complex,200,8,1600,0.5,95,doi_nonprivate_generic,direct_high,0.1616022877,0.1549922192,-0.006610068444,True,76,0.000883323919,4.553493815
complex,200,8,1600,0.5,95,doi_nonprivate_generic,spillover_control,0.110137319,0.1173710662,0.007233747122,True,76,0.000883323919,4.553493815
complex,200,8,1600,0.5,95,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1740586343,0.0009257711598,True,76,0.000883323919,4.553493815
complex,200,8,1600,0.5,95,doi_private_generic,direct_low,0.09860674353,0.2109239312,0.1123171877,True,55,0.0006078522569,4.840319481
complex,200,8,1600,0.5,95,doi_private_generic,direct_high,0.1616022877,0.3391517861,0.1775494984,True,55,0.0006078522569,4.840319481
complex,200,8,1600,0.5,95,doi_private_generic,spillover_control,0.110137319,-0.0295497716,-0.1396870906,True,55,0.0006078522569,4.840319481
complex,200,8,1600,0.5,95,doi_private_generic,spillover_treated,0.1731328632,0.09867808329,-0.07445477989,True,55,0.0006078522569,4.840319481
complex,200,8,1600,0.5,95,doi_private_no_interference,direct_low,0.09860674353,0.3332927205,0.234685977,True,12,9.485832853e-06,2.531696129
complex,200,8,1600,0.5,95,doi_private_no_interference,direct_high,0.1616022877,0.3332927205,0.1716904328,True,12,9.485832853e-06,2.531696129
complex,200,8,1600,0.5,95,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,12,9.485832853e-06,2.531696129
complex,200,8,1600,0.5,95,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,12,9.485832853e-06,2.531696129
complex,200,8,1600,1,95,design_ht,direct_low,0.09860674353,0.1457112939,0.0471045504,True,0,0,0
complex,200,8,1600,1,95,design_ht,direct_high,0.1616022877,0.3694694679,0.2078671802,True,0,0,0
complex,200,8,1600,1,95,design_ht,spillover_control,0.110137319,-0.1201208195,-0.2302581386,True,0,0,0
complex,200,8,1600,1,95,design_ht,spillover_treated,0.1731328632,0.1036373544,-0.06949550876,True,0,0,0
complex,200,8,1600,1,95,doi_nonprivate_generic,direct_low,0.09860674353,0.09830465105,-0.0003020924819,True,76,0.000883323919,4.553493815
complex,200,8,1600,1,95,doi_nonprivate_generic,direct_high,0.1616022877,0.1549922192,-0.006610068444,True,76,0.000883323919,4.553493815
complex,200,8,1600,1,95,doi_nonprivate_generic,spillover_control,0.110137319,0.1173710662,0.007233747122,True,76,0.000883323919,4.553493815
complex,200,8,1600,1,95,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1740586343,0.0009257711598,True,76,0.000883323919,4.553493815
complex,200,8,1600,1,95,doi_private_generic,direct_low,0.09860674353,0.1921500064,0.09354326282,True,69,0.0007334734755,2.896157939
complex,200,8,1600,1,95,doi_private_generic,direct_high,0.1616022877,0.2035091332,0.04190684554,True,69,0.0007334734755,2.896157939
complex,200,8,1600,1,95,doi_private_generic,spillover_control,0.110137319,0.02111567392,-0.08902164512,True,69,0.0007334734755,2.896157939
complex,200,8,1600,1,95,doi_private_generic,spillover_treated,0.1731328632,0.03247480077,-0.1406580624,True,69,0.0007334734755,2.896157939
complex,200,8,1600,1,95,doi_private_no_interference,direct_low,0.09860674353,0.2201536123,0.1215468687,True,11,1.986265857e-05,1.270562273
complex,200,8,1600,1,95,doi_private_no_interference,direct_high,0.1616022877,0.2201536123,0.05855132461,True,11,1.986265857e-05,1.270562273
complex,200,8,1600,1,95,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,11,1.986265857e-05,1.270562273
complex,200,8,1600,1,95,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,11,1.986265857e-05,1.270562273
complex,200,8,1600,2,95,design_ht,direct_low,0.09860674353,0.0850670579,-0.01353968563,True,0,0,0
complex,200,8,1600,2,95,design_ht,direct_high,0.1616022877,0.2704745578,0.1088722701,True,0,0,0
complex,200,8,1600,2,95,design_ht,spillover_control,0.110137319,0.0325129405,-0.07762437854,True,0,0,0
complex,200,8,1600,2,95,design_ht,spillover_treated,0.1731328632,0.2179204404,0.0447875772,True,0,0,0
complex,200,8,1600,2,95,doi_nonprivate_generic,direct_low,0.09860674353,0.09830465105,-0.0003020924819,True,76,0.000883323919,4.553493815
complex,200,8,1600,2,95,doi_nonprivate_generic,direct_high,0.1616022877,0.1549922192,-0.006610068444,True,76,0.000883323919,4.553493815
complex,200,8,1600,2,95,doi_nonprivate_generic,spillover_control,0.110137319,0.1173710662,0.007233747122,True,76,0.000883323919,4.553493815
complex,200,8,1600,2,95,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1740586343,0.0009257711598,True,76,0.000883323919,4.553493815
complex,200,8,1600,2,95,doi_private_generic,direct_low,0.09860674353,0.1513645803,0.0527578368,True,99,0.01388030126,5.583575395
complex,200,8,1600,2,95,doi_private_generic,direct_high,0.1616022877,0.1564822433,-0.005120044372,True,99,0.01388030126,5.583575395
complex,200,8,1600,2,95,doi_private_generic,spillover_control,0.110137319,0.09361527127,-0.01652204777,True,99,0.01388030126,5.583575395
complex,200,8,1600,2,95,doi_private_generic,spillover_treated,0.1731328632,0.09873293424,-0.07439992894,True,99,0.01388030126,5.583575395
complex,200,8,1600,2,95,doi_private_no_interference,direct_low,0.09860674353,0.2224331801,0.1238264366,True,10,0.0001122439649,1.460232034
complex,200,8,1600,2,95,doi_private_no_interference,direct_high,0.1616022877,0.2224331801,0.06083089242,True,10,0.0001122439649,1.460232034
complex,200,8,1600,2,95,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,0.0001122439649,1.460232034
complex,200,8,1600,2,95,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,0.0001122439649,1.460232034
complex,200,8,1600,0.5,96,design_ht,direct_low,0.09860674353,0.3159200489,0.2173133054,True,0,0,0
complex,200,8,1600,0.5,96,design_ht,direct_high,0.1616022877,0.2960646264,0.1344623388,True,0,0,0
complex,200,8,1600,0.5,96,design_ht,spillover_control,0.110137319,-0.07180045764,-0.1819377767,True,0,0,0
complex,200,8,1600,0.5,96,design_ht,spillover_treated,0.1731328632,-0.09165588016,-0.2647887433,True,0,0,0
complex,200,8,1600,0.5,96,doi_nonprivate_generic,direct_low,0.09860674353,0.09901431098,0.0004075674435,True,90,0.002254720833,4.623050659
complex,200,8,1600,0.5,96,doi_nonprivate_generic,direct_high,0.1616022877,0.1589543056,-0.002647982092,True,90,0.002254720833,4.623050659
complex,200,8,1600,0.5,96,doi_nonprivate_generic,spillover_control,0.110137319,0.1136690083,0.003531689216,True,90,0.002254720833,4.623050659
complex,200,8,1600,0.5,96,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1736090029,0.0004761396805,True,90,0.002254720833,4.623050659
complex,200,8,1600,0.5,96,doi_private_generic,direct_low,0.09860674353,0.3147112735,0.2161045299,True,39,0.002212185656,3.564570579
complex,200,8,1600,0.5,96,doi_private_generic,direct_high,0.1616022877,0.3312599907,0.169657703,True,39,0.002212185656,3.564570579
complex,200,8,1600,0.5,96,doi_private_generic,spillover_control,0.110137319,-0.08256880228,-0.1927061213,True,39,0.002212185656,3.564570579
complex,200,8,1600,0.5,96,doi_private_generic,spillover_treated,0.1731328632,-0.06602008509,-0.2391529483,True,39,0.002212185656,3.564570579
complex,200,8,1600,0.5,96,doi_private_no_interference,direct_low,0.09860674353,0.2808169397,0.1822101962,True,9,3.347997006e-05,1.477611578
complex,200,8,1600,0.5,96,doi_private_no_interference,direct_high,0.1616022877,0.2808169397,0.119214652,True,9,3.347997006e-05,1.477611578
complex,200,8,1600,0.5,96,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,3.347997006e-05,1.477611578
complex,200,8,1600,0.5,96,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,3.347997006e-05,1.477611578
complex,200,8,1600,1,96,design_ht,direct_low,0.09860674353,-0.06650890186,-0.1651156454,True,0,0,0
complex,200,8,1600,1,96,design_ht,direct_high,0.1616022877,0.2186754995,0.05707321183,True,0,0,0
complex,200,8,1600,1,96,design_ht,spillover_control,0.110137319,0.1057767056,-0.004360613465,True,0,0,0
complex,200,8,1600,1,96,design_ht,spillover_treated,0.1731328632,0.3909611069,0.2178282438,True,0,0,0
complex,200,8,1600,1,96,doi_nonprivate_generic,direct_low,0.09860674353,0.09901431098,0.0004075674435,True,90,0.002254720833,4.623050659
complex,200,8,1600,1,96,doi_nonprivate_generic,direct_high,0.1616022877,0.1589543056,-0.002647982092,True,90,0.002254720833,4.623050659
complex,200,8,1600,1,96,doi_nonprivate_generic,spillover_control,0.110137319,0.1136690083,0.003531689216,True,90,0.002254720833,4.623050659
complex,200,8,1600,1,96,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1736090029,0.0004761396805,True,90,0.002254720833,4.623050659
complex,200,8,1600,1,96,doi_private_generic,direct_low,0.09860674353,-0.03312920557,-0.1317359491,True,60,0.003054305498,4.219227651
complex,200,8,1600,1,96,doi_private_generic,direct_high,0.1616022877,0.2447916452,0.0831893575,True,60,0.003054305498,4.219227651
complex,200,8,1600,1,96,doi_private_generic,spillover_control,0.110137319,0.08396525652,-0.02617206252,True,60,0.003054305498,4.219227651
complex,200,8,1600,1,96,doi_private_generic,spillover_treated,0.1731328632,0.3618861073,0.1887532441,True,60,0.003054305498,4.219227651
complex,200,8,1600,1,96,doi_private_no_interference,direct_low,0.09860674353,0.2461215752,0.1475148316,True,10,1.229367483e-05,1.239589412
complex,200,8,1600,1,96,doi_private_no_interference,direct_high,0.1616022877,0.2461215752,0.08451928749,True,10,1.229367483e-05,1.239589412
complex,200,8,1600,1,96,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,1.229367483e-05,1.239589412
complex,200,8,1600,1,96,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,1.229367483e-05,1.239589412
complex,200,8,1600,2,96,design_ht,direct_low,0.09860674353,0.1267788224,0.02817207887,True,0,0,0
complex,200,8,1600,2,96,design_ht,direct_high,0.1616022877,0.09517573435,-0.06642655332,True,0,0,0
complex,200,8,1600,2,96,design_ht,spillover_control,0.110137319,0.1906376461,0.08050032703,True,0,0,0
complex,200,8,1600,2,96,design_ht,spillover_treated,0.1731328632,0.159034558,-0.01409830517,True,0,0,0
complex,200,8,1600,2,96,doi_nonprivate_generic,direct_low,0.09860674353,0.09901431098,0.0004075674435,True,90,0.002254720833,4.623050659
complex,200,8,1600,2,96,doi_nonprivate_generic,direct_high,0.1616022877,0.1589543056,-0.002647982092,True,90,0.002254720833,4.623050659
complex,200,8,1600,2,96,doi_nonprivate_generic,spillover_control,0.110137319,0.1136690083,0.003531689216,True,90,0.002254720833,4.623050659
complex,200,8,1600,2,96,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1736090029,0.0004761396805,True,90,0.002254720833,4.623050659
complex,200,8,1600,2,96,doi_private_generic,direct_low,0.09860674353,0.1403049854,0.04169824185,True,61,0.001400220604,3.13617592
complex,200,8,1600,2,96,doi_private_generic,direct_high,0.1616022877,0.1811966238,0.01959433616,True,61,0.001400220604,3.13617592
complex,200,8,1600,2,96,doi_private_generic,spillover_control,0.110137319,0.1205839383,0.01044661927,True,61,0.001400220604,3.13617592
complex,200,8,1600,2,96,doi_private_generic,spillover_treated,0.1731328632,0.1614755768,-0.01165728642,True,61,0.001400220604,3.13617592
complex,200,8,1600,2,96,doi_private_no_interference,direct_low,0.09860674353,0.238782548,0.1401758045,True,10,5.892487382e-05,1.741312469
complex,200,8,1600,2,96,doi_private_no_interference,direct_high,0.1616022877,0.238782548,0.07718026033,True,10,5.892487382e-05,1.741312469
complex,200,8,1600,2,96,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,5.892487382e-05,1.741312469
complex,200,8,1600,2,96,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,5.892487382e-05,1.741312469
complex,200,8,1600,0.5,97,design_ht,direct_low,0.09860674353,-0.1063667252,-0.2049734687,True,0,0,0
complex,200,8,1600,0.5,97,design_ht,direct_high,0.1616022877,0.09706626756,-0.06453602011,True,0,0,0
complex,200,8,1600,0.5,97,design_ht,spillover_control,0.110137319,0.2162604012,0.1061230822,True,0,0,0
complex,200,8,1600,0.5,97,design_ht,spillover_treated,0.1731328632,0.419693394,0.2465605308,True,0,0,0
complex,200,8,1600,0.5,97,doi_nonprivate_generic,direct_low,0.09860674353,0.09777136635,-0.0008353771806,True,82,0.002019775738,4.692584447
complex,200,8,1600,0.5,97,doi_nonprivate_generic,direct_high,0.1616022877,0.1579104146,-0.003691873039,True,82,0.002019775738,4.692584447
complex,200,8,1600,0.5,97,doi_nonprivate_generic,spillover_control,0.110137319,0.1139351341,0.003797815029,True,82,0.002019775738,4.692584447
complex,200,8,1600,0.5,97,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1740741824,0.0009413191705,True,82,0.002019775738,4.692584447
complex,200,8,1600,0.5,97,doi_private_generic,direct_low,0.09860674353,-0.1426036767,-0.2412104202,True,50,0.00311085926,4.818104508
complex,200,8,1600,0.5,97,doi_private_generic,direct_high,0.1616022877,0.001697006232,-0.1599052814,True,50,0.00311085926,4.818104508
complex,200,8,1600,0.5,97,doi_private_generic,spillover_control,0.110137319,0.2297291475,0.1195918284,True,50,0.00311085926,4.818104508
complex,200,8,1600,0.5,97,doi_private_generic,spillover_treated,0.1731328632,0.3740298304,0.2008969673,True,50,0.00311085926,4.818104508
complex,200,8,1600,0.5,97,doi_private_no_interference,direct_low,0.09860674353,0.1202913384,0.02168459492,True,9,2.055934309e-05,1.389731051
complex,200,8,1600,0.5,97,doi_private_no_interference,direct_high,0.1616022877,0.1202913384,-0.04131094922,True,9,2.055934309e-05,1.389731051
complex,200,8,1600,0.5,97,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,2.055934309e-05,1.389731051
complex,200,8,1600,0.5,97,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,2.055934309e-05,1.389731051
complex,200,8,1600,1,97,design_ht,direct_low,0.09860674353,0.1477979619,0.04919121832,True,0,0,0
complex,200,8,1600,1,97,design_ht,direct_high,0.1616022877,0.284210566,0.1226082783,True,0,0,0
complex,200,8,1600,1,97,design_ht,spillover_control,0.110137319,0.2003088604,0.09017154141,True,0,0,0
complex,200,8,1600,1,97,design_ht,spillover_treated,0.1731328632,0.3367214646,0.1635886014,True,0,0,0
complex,200,8,1600,1,97,doi_nonprivate_generic,direct_low,0.09860674353,0.09777136635,-0.0008353771806,True,82,0.002019775738,4.692584447
complex,200,8,1600,1,97,doi_nonprivate_generic,direct_high,0.1616022877,0.1579104146,-0.003691873039,True,82,0.002019775738,4.692584447
complex,200,8,1600,1,97,doi_nonprivate_generic,spillover_control,0.110137319,0.1139351341,0.003797815029,True,82,0.002019775738,4.692584447
complex,200,8,1600,1,97,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1740741824,0.0009413191705,True,82,0.002019775738,4.692584447
complex,200,8,1600,1,97,doi_private_generic,direct_low,0.09860674353,0.08180242868,-0.01680431485,True,56,0.0007195402923,2.77792374
complex,200,8,1600,1,97,doi_private_generic,direct_high,0.1616022877,0.2523565612,0.09075427357,True,56,0.0007195402923,2.77792374
complex,200,8,1600,1,97,doi_private_generic,spillover_control,0.110137319,0.1472287355,0.0370914165,True,56,0.0007195402923,2.77792374
complex,200,8,1600,1,97,doi_private_generic,spillover_treated,0.1731328632,0.3177828681,0.1446500049,True,56,0.0007195402923,2.77792374
complex,200,8,1600,1,97,doi_private_no_interference,direct_low,0.09860674353,0.3154929752,0.2168862317,True,10,0.0001279533106,1.913376776
complex,200,8,1600,1,97,doi_private_no_interference,direct_high,0.1616022877,0.3154929752,0.1538906875,True,10,0.0001279533106,1.913376776
complex,200,8,1600,1,97,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,0.0001279533106,1.913376776
complex,200,8,1600,1,97,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,0.0001279533106,1.913376776
complex,200,8,1600,2,97,design_ht,direct_low,0.09860674353,0.09620897031,-0.002397773226,True,0,0,0
complex,200,8,1600,2,97,design_ht,direct_high,0.1616022877,0.1979610284,0.03635874076,True,0,0,0
complex,200,8,1600,2,97,design_ht,spillover_control,0.110137319,0.1276760288,0.01753870974,True,0,0,0
complex,200,8,1600,2,97,design_ht,spillover_treated,0.1731328632,0.2294280869,0.05629522373,True,0,0,0
complex,200,8,1600,2,97,doi_nonprivate_generic,direct_low,0.09860674353,0.09777136635,-0.0008353771806,True,82,0.002019775738,4.692584447
complex,200,8,1600,2,97,doi_nonprivate_generic,direct_high,0.1616022877,0.1579104146,-0.003691873039,True,82,0.002019775738,4.692584447
complex,200,8,1600,2,97,doi_nonprivate_generic,spillover_control,0.110137319,0.1139351341,0.003797815029,True,82,0.002019775738,4.692584447
complex,200,8,1600,2,97,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1740741824,0.0009413191705,True,82,0.002019775738,4.692584447
complex,200,8,1600,2,97,doi_private_generic,direct_low,0.09860674353,0.05665405648,-0.04195268705,True,77,0.005302955993,2.837545789
complex,200,8,1600,2,97,doi_private_generic,direct_high,0.1616022877,0.1432489448,-0.01835334289,True,77,0.005302955993,2.837545789
complex,200,8,1600,2,97,doi_private_generic,spillover_control,0.110137319,0.1154249732,0.005287654129,True,77,0.005302955993,2.837545789
complex,200,8,1600,2,97,doi_private_generic,spillover_treated,0.1731328632,0.2020198615,0.0288869983,True,77,0.005302955993,2.837545789
complex,200,8,1600,2,97,doi_private_no_interference,direct_low,0.09860674353,0.1969744359,0.09836769239,True,10,7.659804981e-05,1.416171093
complex,200,8,1600,2,97,doi_private_no_interference,direct_high,0.1616022877,0.1969744359,0.03537214825,True,10,7.659804981e-05,1.416171093
complex,200,8,1600,2,97,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,7.659804981e-05,1.416171093
complex,200,8,1600,2,97,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,7.659804981e-05,1.416171093
complex,200,8,1600,0.5,98,design_ht,direct_low,0.09860674353,-0.07915588016,-0.1777626237,True,0,0,0
complex,200,8,1600,0.5,98,design_ht,direct_high,0.1616022877,-0.06073328863,-0.2223355763,True,0,0,0
complex,200,8,1600,0.5,98,design_ht,spillover_control,0.110137319,0.5116766826,0.4015393636,True,0,0,0
complex,200,8,1600,0.5,98,design_ht,spillover_treated,0.1731328632,0.5300992741,0.356966411,True,0,0,0
complex,200,8,1600,0.5,98,doi_nonprivate_generic,direct_low,0.09860674353,0.0987227916,0.0001160480658,True,83,0.008492174703,4.526257941
complex,200,8,1600,0.5,98,doi_nonprivate_generic,direct_high,0.1616022877,0.1576166163,-0.00398567133,True,83,0.008492174703,4.526257941
complex,200,8,1600,0.5,98,doi_nonprivate_generic,spillover_control,0.110137319,0.1148554025,0.004718083454,True,83,0.008492174703,4.526257941
complex,200,8,1600,0.5,98,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1737492272,0.0006163640585,True,83,0.008492174703,4.526257941
complex,200,8,1600,0.5,98,doi_private_generic,direct_low,0.09860674353,-0.01592028177,-0.1145270253,True,39,0.0003230851049,4.375598222
complex,200,8,1600,0.5,98,doi_private_generic,direct_high,0.1616022877,-0.02457322693,-0.1861755146,True,39,0.0003230851049,4.375598222
complex,200,8,1600,0.5,98,doi_private_generic,spillover_control,0.110137319,0.3353309955,0.2251936765,True,39,0.0003230851049,4.375598222
complex,200,8,1600,0.5,98,doi_private_generic,spillover_treated,0.1731328632,0.3266780504,0.1535451872,True,39,0.0003230851049,4.375598222
complex,200,8,1600,0.5,98,doi_private_no_interference,direct_low,0.09860674353,0.1886648566,0.09005811305,True,10,2.071420651e-06,0.9260698458
complex,200,8,1600,0.5,98,doi_private_no_interference,direct_high,0.1616022877,0.1886648566,0.0270625689,True,10,2.071420651e-06,0.9260698458
complex,200,8,1600,0.5,98,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,2.071420651e-06,0.9260698458
complex,200,8,1600,0.5,98,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,2.071420651e-06,0.9260698458
complex,200,8,1600,1,98,design_ht,direct_low,0.09860674353,0.07210574046,-0.02650100307,True,0,0,0
complex,200,8,1600,1,98,design_ht,direct_high,0.1616022877,0.3741960279,0.2125937402,True,0,0,0
complex,200,8,1600,1,98,design_ht,spillover_control,0.110137319,-0.0231304493,-0.1332677683,True,0,0,0
complex,200,8,1600,1,98,design_ht,spillover_treated,0.1731328632,0.2789598381,0.1058269749,True,0,0,0
complex,200,8,1600,1,98,doi_nonprivate_generic,direct_low,0.09860674353,0.0987227916,0.0001160480658,True,83,0.008492174703,4.526257941
complex,200,8,1600,1,98,doi_nonprivate_generic,direct_high,0.1616022877,0.1576166163,-0.00398567133,True,83,0.008492174703,4.526257941
complex,200,8,1600,1,98,doi_nonprivate_generic,spillover_control,0.110137319,0.1148554025,0.004718083454,True,83,0.008492174703,4.526257941
complex,200,8,1600,1,98,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1737492272,0.0006163640585,True,83,0.008492174703,4.526257941
complex,200,8,1600,1,98,doi_private_generic,direct_low,0.09860674353,0.01482152797,-0.08378521556,True,42,0.0004932892084,1.999441843
complex,200,8,1600,1,98,doi_private_generic,direct_high,0.1616022877,0.2981251495,0.1365228618,True,42,0.0004932892084,1.999441843
complex,200,8,1600,1,98,doi_private_generic,spillover_control,0.110137319,-0.002514350826,-0.1126516699,True,42,0.0004932892084,1.999441843
complex,200,8,1600,1,98,doi_private_generic,spillover_treated,0.1731328632,0.2807892707,0.1076564075,True,42,0.0004932892084,1.999441843
complex,200,8,1600,1,98,doi_private_no_interference,direct_low,0.09860674353,0.2475659357,0.1489591922,True,9,9.812128693e-06,1.675747381
complex,200,8,1600,1,98,doi_private_no_interference,direct_high,0.1616022877,0.2475659357,0.08596364802,True,9,9.812128693e-06,1.675747381
complex,200,8,1600,1,98,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,9.812128693e-06,1.675747381
complex,200,8,1600,1,98,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,9.812128693e-06,1.675747381
complex,200,8,1600,2,98,design_ht,direct_low,0.09860674353,0.1407602935,0.04215354998,True,0,0,0
complex,200,8,1600,2,98,design_ht,direct_high,0.1616022877,0.1255701465,-0.03603214115,True,0,0,0
complex,200,8,1600,2,98,design_ht,spillover_control,0.110137319,0.1351079404,0.02497062134,True,0,0,0
complex,200,8,1600,2,98,design_ht,spillover_treated,0.1731328632,0.1199177934,-0.05321506979,True,0,0,0
complex,200,8,1600,2,98,doi_nonprivate_generic,direct_low,0.09860674353,0.0987227916,0.0001160480658,True,83,0.008492174703,4.526257941
complex,200,8,1600,2,98,doi_nonprivate_generic,direct_high,0.1616022877,0.1576166163,-0.00398567133,True,83,0.008492174703,4.526257941
complex,200,8,1600,2,98,doi_nonprivate_generic,spillover_control,0.110137319,0.1148554025,0.004718083454,True,83,0.008492174703,4.526257941
complex,200,8,1600,2,98,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1737492272,0.0006163640585,True,83,0.008492174703,4.526257941
complex,200,8,1600,2,98,doi_private_generic,direct_low,0.09860674353,0.09656613996,-0.002040603576,True,69,0.01069770346,7.541836081
complex,200,8,1600,2,98,doi_private_generic,direct_high,0.1616022877,0.07375032742,-0.08785196025,True,69,0.01069770346,7.541836081
complex,200,8,1600,2,98,doi_private_generic,spillover_control,0.110137319,0.130351671,0.02021435199,True,69,0.01069770346,7.541836081
complex,200,8,1600,2,98,doi_private_generic,spillover_treated,0.1731328632,0.1075358585,-0.06559700469,True,69,0.01069770346,7.541836081
complex,200,8,1600,2,98,doi_private_no_interference,direct_low,0.09860674353,0.1611855735,0.06257882992,True,10,9.283300037e-07,2.073546258
complex,200,8,1600,2,98,doi_private_no_interference,direct_high,0.1616022877,0.1611855735,-0.0004167142223,True,10,9.283300037e-07,2.073546258
complex,200,8,1600,2,98,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,9.283300037e-07,2.073546258
complex,200,8,1600,2,98,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,9.283300037e-07,2.073546258
complex,200,8,1600,0.5,99,design_ht,direct_low,0.09860674353,0.1663284717,0.06772172815,True,0,0,0
