scenario,cluster_count,cluster_size,sample_size,epsilon,replicate,method,effect,truth,estimate,error,fit_success,iterations,gradient_norm,coefficient_norm
complex,200,8,1600,0.5,30,doi_private_generic,spillover_control,0.110137319,0.1485793058,0.03844198676,True,27,0.001548579032,2.809700793
complex,200,8,1600,0.5,30,doi_private_generic,spillover_treated,0.1731328632,0.2033181275,0.03018526432,True,27,0.001548579032,2.809700793
complex,200,8,1600,0.5,30,doi_private_no_interference,direct_low,0.09860674353,0.08580688584,-0.01279985769,True,8,8.93107179e-05,1.442258996
complex,200,8,1600,0.5,30,doi_private_no_interference,direct_high,0.1616022877,0.08580688584,-0.07579540183,True,8,8.93107179e-05,1.442258996
complex,200,8,1600,0.5,30,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,8,8.93107179e-05,1.442258996
complex,200,8,1600,0.5,30,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,8,8.93107179e-05,1.442258996
complex,200,8,1600,1,30,design_ht,direct_low,0.09860674353,0.0475281614,-0.05107858214,True,0,0,0
complex,200,8,1600,1,30,design_ht,direct_high,0.1616022877,0.04040788278,-0.1211944049,True,0,0,0
complex,200,8,1600,1,30,design_ht,spillover_control,0.110137319,0.2347229204,0.1245856014,True,0,0,0
complex,200,8,1600,1,30,design_ht,spillover_treated,0.1731328632,0.2276026418,0.05446977865,True,0,0,0
complex,200,8,1600,1,30,doi_nonprivate_generic,direct_low,0.09860674353,0.09988507313,0.001278329601,True,80,0.01144578679,4.659558277
complex,200,8,1600,1,30,doi_nonprivate_generic,direct_high,0.1616022877,0.1592260694,-0.00237621829,True,80,0.01144578679,4.659558277
complex,200,8,1600,1,30,doi_nonprivate_generic,spillover_control,0.110137319,0.1155527906,0.005415471592,True,80,0.01144578679,4.659558277
complex,200,8,1600,1,30,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1748937869,0.001760923701,True,80,0.01144578679,4.659558277
complex,200,8,1600,1,30,doi_private_generic,direct_low,0.09860674353,0.1284813447,0.0298746012,True,81,0.000900729186,3.178823787
complex,200,8,1600,1,30,doi_private_generic,direct_high,0.1616022877,0.04461494467,-0.116987343,True,81,0.000900729186,3.178823787
complex,200,8,1600,1,30,doi_private_generic,spillover_control,0.110137319,0.2383076983,0.1281703793,True,81,0.000900729186,3.178823787
complex,200,8,1600,1,30,doi_private_generic,spillover_treated,0.1731328632,0.1544412983,-0.01869156491,True,81,0.000900729186,3.178823787
complex,200,8,1600,1,30,doi_private_no_interference,direct_low,0.09860674353,0.1972085616,0.09860181809,True,10,5.814240343e-05,1.059410822
complex,200,8,1600,1,30,doi_private_no_interference,direct_high,0.1616022877,0.1972085616,0.03560627394,True,10,5.814240343e-05,1.059410822
complex,200,8,1600,1,30,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,5.814240343e-05,1.059410822
complex,200,8,1600,1,30,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,5.814240343e-05,1.059410822
complex,200,8,1600,2,30,design_ht,direct_low,0.09860674353,0.206167499,0.1075607554,True,0,0,0
complex,200,8,1600,2,30,design_ht,direct_high,0.1616022877,0.105474705,-0.05612758267,True,0,0,0
complex,200,8,1600,2,30,design_ht,spillover_control,0.110137319,0.1335045579,0.02336723886,True,0,0,0
complex,200,8,1600,2,30,design_ht,spillover_treated,0.1731328632,0.03281176393,-0.1403210993,True,0,0,0
complex,200,8,1600,2,30,doi_nonprivate_generic,direct_low,0.09860674353,0.09988507313,0.001278329601,True,80,0.01144578679,4.659558277
complex,200,8,1600,2,30,doi_nonprivate_generic,direct_high,0.1616022877,0.1592260694,-0.00237621829,True,80,0.01144578679,4.659558277
complex,200,8,1600,2,30,doi_nonprivate_generic,spillover_control,0.110137319,0.1155527906,0.005415471592,True,80,0.01144578679,4.659558277
complex,200,8,1600,2,30,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1748937869,0.001760923701,True,80,0.01144578679,4.659558277
complex,200,8,1600,2,30,doi_private_generic,direct_low,0.09860674353,0.1318633207,0.03325657715,True,59,0.001441150418,2.593857736
complex,200,8,1600,2,30,doi_private_generic,direct_high,0.1616022877,0.1279215978,-0.03368068986,True,59,0.001441150418,2.593857736
complex,200,8,1600,2,30,doi_private_generic,spillover_control,0.110137319,0.1577539975,0.0476166785,True,59,0.001441150418,2.593857736
complex,200,8,1600,2,30,doi_private_generic,spillover_treated,0.1731328632,0.1538122747,-0.0193205885,True,59,0.001441150418,2.593857736
complex,200,8,1600,2,30,doi_private_no_interference,direct_low,0.09860674353,0.2175381584,0.1189314149,True,10,7.042119209e-05,1.609643666
complex,200,8,1600,2,30,doi_private_no_interference,direct_high,0.1616022877,0.2175381584,0.05593587076,True,10,7.042119209e-05,1.609643666
complex,200,8,1600,2,30,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,7.042119209e-05,1.609643666
complex,200,8,1600,2,30,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,7.042119209e-05,1.609643666
complex,200,8,1600,0.5,31,design_ht,direct_low,0.09860674353,0.0782481971,-0.02035854643,True,0,0,0
complex,200,8,1600,0.5,31,design_ht,direct_high,0.1616022877,0.008788253512,-0.1528140342,True,0,0,0
complex,200,8,1600,0.5,31,design_ht,spillover_control,0.110137319,0.2284945913,0.1183572723,True,0,0,0
complex,200,8,1600,0.5,31,design_ht,spillover_treated,0.1731328632,0.1590346477,-0.01409821546,True,0,0,0
complex,200,8,1600,0.5,31,doi_nonprivate_generic,direct_low,0.09860674353,0.09692624554,-0.001680497989,True,81,0.00101334611,4.558735925
complex,200,8,1600,0.5,31,doi_nonprivate_generic,direct_high,0.1616022877,0.159639164,-0.001963123689,True,81,0.00101334611,4.558735925
complex,200,8,1600,0.5,31,doi_nonprivate_generic,spillover_control,0.110137319,0.1154851692,0.005347850111,True,81,0.00101334611,4.558735925
complex,200,8,1600,0.5,31,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1781980876,0.005065224411,True,81,0.00101334611,4.558735925
complex,200,8,1600,0.5,31,doi_private_generic,direct_low,0.09860674353,-0.1134491988,-0.2120559423,True,53,0.0006464872282,5.725215098
complex,200,8,1600,0.5,31,doi_private_generic,direct_high,0.1616022877,-0.03545802674,-0.1970603144,True,53,0.0006464872282,5.725215098
complex,200,8,1600,0.5,31,doi_private_generic,spillover_control,0.110137319,0.2710655077,0.1609281887,True,53,0.0006464872282,5.725215098
complex,200,8,1600,0.5,31,doi_private_generic,spillover_treated,0.1731328632,0.3490566797,0.1759238166,True,53,0.0006464872282,5.725215098
complex,200,8,1600,0.5,31,doi_private_no_interference,direct_low,0.09860674353,0.1584689617,0.05986221817,True,10,5.984133369e-06,1.923617732
complex,200,8,1600,0.5,31,doi_private_no_interference,direct_high,0.1616022877,0.1584689617,-0.003133325972,True,10,5.984133369e-06,1.923617732
complex,200,8,1600,0.5,31,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,5.984133369e-06,1.923617732
complex,200,8,1600,0.5,31,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,5.984133369e-06,1.923617732
complex,200,8,1600,1,31,design_ht,direct_low,0.09860674353,0.07307957581,-0.02552716773,True,0,0,0
complex,200,8,1600,1,31,design_ht,direct_high,0.1616022877,0.1834929079,0.02189062021,True,0,0,0
complex,200,8,1600,1,31,design_ht,spillover_control,0.110137319,0.06421693022,-0.04592038882,True,0,0,0
complex,200,8,1600,1,31,design_ht,spillover_treated,0.1731328632,0.1746302623,0.001497399124,True,0,0,0
complex,200,8,1600,1,31,doi_nonprivate_generic,direct_low,0.09860674353,0.09692624554,-0.001680497989,True,81,0.00101334611,4.558735925
complex,200,8,1600,1,31,doi_nonprivate_generic,direct_high,0.1616022877,0.159639164,-0.001963123689,True,81,0.00101334611,4.558735925
complex,200,8,1600,1,31,doi_nonprivate_generic,spillover_control,0.110137319,0.1154851692,0.005347850111,True,81,0.00101334611,4.558735925
complex,200,8,1600,1,31,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1781980876,0.005065224411,True,81,0.00101334611,4.558735925
complex,200,8,1600,1,31,doi_private_generic,direct_low,0.09860674353,0.1234849753,0.02487823179,True,60,0.003675896837,5.744636822
complex,200,8,1600,1,31,doi_private_generic,direct_high,0.1616022877,0.12284712,-0.03875516763,True,60,0.003675896837,5.744636822
complex,200,8,1600,1,31,doi_private_generic,spillover_control,0.110137319,0.1372288807,0.02709156166,True,60,0.003675896837,5.744636822
complex,200,8,1600,1,31,doi_private_generic,spillover_treated,0.1731328632,0.1365910254,-0.03654183777,True,60,0.003675896837,5.744636822
complex,200,8,1600,1,31,doi_private_no_interference,direct_low,0.09860674353,0.2119253103,0.1133185668,True,10,3.608963259e-05,1.342696737
complex,200,8,1600,1,31,doi_private_no_interference,direct_high,0.1616022877,0.2119253103,0.05032302264,True,10,3.608963259e-05,1.342696737
complex,200,8,1600,1,31,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,3.608963259e-05,1.342696737
complex,200,8,1600,1,31,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,3.608963259e-05,1.342696737
complex,200,8,1600,2,31,design_ht,direct_low,0.09860674353,0.1738032341,0.07519649059,True,0,0,0
complex,200,8,1600,2,31,design_ht,direct_high,0.1616022877,0.1602707342,-0.001331553437,True,0,0,0
complex,200,8,1600,2,31,design_ht,spillover_control,0.110137319,0.1130426462,0.002905327144,True,0,0,0
complex,200,8,1600,2,31,design_ht,spillover_treated,0.1731328632,0.0995101463,-0.07362271688,True,0,0,0
complex,200,8,1600,2,31,doi_nonprivate_generic,direct_low,0.09860674353,0.09692624554,-0.001680497989,True,81,0.00101334611,4.558735925
complex,200,8,1600,2,31,doi_nonprivate_generic,direct_high,0.1616022877,0.159639164,-0.001963123689,True,81,0.00101334611,4.558735925
complex,200,8,1600,2,31,doi_nonprivate_generic,spillover_control,0.110137319,0.1154851692,0.005347850111,True,81,0.00101334611,4.558735925
complex,200,8,1600,2,31,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1781980876,0.005065224411,True,81,0.00101334611,4.558735925
complex,200,8,1600,2,31,doi_private_generic,direct_low,0.09860674353,0.1411872865,0.04258054301,True,55,0.002241846346,5.301714532
complex,200,8,1600,2,31,doi_private_generic,direct_high,0.1616022877,0.1513469473,-0.01025534034,True,55,0.002241846346,5.301714532
complex,200,8,1600,2,31,doi_private_generic,spillover_control,0.110137319,0.1510802887,0.04094296965,True,55,0.002241846346,5.301714532
complex,200,8,1600,2,31,doi_private_generic,spillover_treated,0.1731328632,0.1612399495,-0.0118929137,True,55,0.002241846346,5.301714532
complex,200,8,1600,2,31,doi_private_no_interference,direct_low,0.09860674353,0.2430100834,0.1444033399,True,11,3.966330529e-05,1.446949757
complex,200,8,1600,2,31,doi_private_no_interference,direct_high,0.1616022877,0.2430100834,0.08140779575,True,11,3.966330529e-05,1.446949757
complex,200,8,1600,2,31,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,11,3.966330529e-05,1.446949757
complex,200,8,1600,2,31,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,11,3.966330529e-05,1.446949757
complex,200,8,1600,0.5,32,design_ht,direct_low,0.09860674353,0.09055045764,-0.008056285893,True,0,0,0
complex,200,8,1600,0.5,32,design_ht,direct_high,0.1616022877,0.06933027458,-0.09227201309,True,0,0,0
complex,200,8,1600,0.5,32,design_ht,spillover_control,0.110137319,0.1941811899,0.08404387082,True,0,0,0
complex,200,8,1600,0.5,32,design_ht,spillover_treated,0.1731328632,0.1729610068,-0.0001718563772,True,0,0,0
complex,200,8,1600,0.5,32,doi_nonprivate_generic,direct_low,0.09860674353,0.09605140019,-0.002555343337,True,68,0.002117761059,4.597445956
complex,200,8,1600,0.5,32,doi_nonprivate_generic,direct_high,0.1616022877,0.1590934403,-0.002508847331,True,68,0.002117761059,4.597445956
complex,200,8,1600,0.5,32,doi_nonprivate_generic,spillover_control,0.110137319,0.1130556777,0.002918358689,True,68,0.002117761059,4.597445956
complex,200,8,1600,0.5,32,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1760977179,0.002964854695,True,68,0.002117761059,4.597445956
complex,200,8,1600,0.5,32,doi_private_generic,direct_low,0.09860674353,0.03859903908,-0.06000770445,True,47,0.0002676249704,3.286971258
complex,200,8,1600,0.5,32,doi_private_generic,direct_high,0.1616022877,0.1726457982,0.01104351052,True,47,0.0002676249704,3.286971258
complex,200,8,1600,0.5,32,doi_private_generic,spillover_control,0.110137319,0.1799964193,0.0698591003,True,47,0.0002676249704,3.286971258
complex,200,8,1600,0.5,32,doi_private_generic,spillover_treated,0.1731328632,0.3140431785,0.1409103153,True,47,0.0002676249704,3.286971258
complex,200,8,1600,0.5,32,doi_private_no_interference,direct_low,0.09860674353,0.241708622,0.1431018785,True,10,4.65948975e-05,1.611774244
complex,200,8,1600,0.5,32,doi_private_no_interference,direct_high,0.1616022877,0.241708622,0.08010633434,True,10,4.65948975e-05,1.611774244
complex,200,8,1600,0.5,32,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,4.65948975e-05,1.611774244
complex,200,8,1600,0.5,32,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,4.65948975e-05,1.611774244
complex,200,8,1600,1,32,design_ht,direct_low,0.09860674353,-0.05659611069,-0.1552028542,True,0,0,0
complex,200,8,1600,1,32,design_ht,direct_high,0.1616022877,0.1460437814,-0.01555850629,True,0,0,0
complex,200,8,1600,1,32,design_ht,spillover_control,0.110137319,0.0171756865,-0.09296163254,True,0,0,0
complex,200,8,1600,1,32,design_ht,spillover_treated,0.1731328632,0.2198155786,0.04668271539,True,0,0,0
complex,200,8,1600,1,32,doi_nonprivate_generic,direct_low,0.09860674353,0.09605140019,-0.002555343337,True,68,0.002117761059,4.597445956
complex,200,8,1600,1,32,doi_nonprivate_generic,direct_high,0.1616022877,0.1590934403,-0.002508847331,True,68,0.002117761059,4.597445956
complex,200,8,1600,1,32,doi_nonprivate_generic,spillover_control,0.110137319,0.1130556777,0.002918358689,True,68,0.002117761059,4.597445956
complex,200,8,1600,1,32,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1760977179,0.002964854695,True,68,0.002117761059,4.597445956
complex,200,8,1600,1,32,doi_private_generic,direct_low,0.09860674353,0.01493445383,-0.0836722897,True,77,0.001780124918,4.690287451
complex,200,8,1600,1,32,doi_private_generic,direct_high,0.1616022877,0.1410030565,-0.0205992312,True,77,0.001780124918,4.690287451
complex,200,8,1600,1,32,doi_private_generic,spillover_control,0.110137319,0.1092676917,-0.0008696273835,True,77,0.001780124918,4.690287451
complex,200,8,1600,1,32,doi_private_generic,spillover_treated,0.1731328632,0.2353362943,0.06220343111,True,77,0.001780124918,4.690287451
complex,200,8,1600,1,32,doi_private_no_interference,direct_low,0.09860674353,0.1716312764,0.0730245329,True,8,7.98450525e-06,0.8493176321
complex,200,8,1600,1,32,doi_private_no_interference,direct_high,0.1616022877,0.1716312764,0.01002898876,True,8,7.98450525e-06,0.8493176321
complex,200,8,1600,1,32,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,8,7.98450525e-06,0.8493176321
complex,200,8,1600,1,32,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,8,7.98450525e-06,0.8493176321
complex,200,8,1600,2,32,design_ht,direct_low,0.09860674353,0.1297001461,0.03109340254,True,0,0,0
complex,200,8,1600,2,32,design_ht,direct_high,0.1616022877,0.2659766159,0.1043743282,True,0,0,0
complex,200,8,1600,2,32,design_ht,spillover_control,0.110137319,-0.002745147672,-0.1128824667,True,0,0,0
complex,200,8,1600,2,32,design_ht,spillover_treated,0.1731328632,0.1335313222,-0.03960154101,True,0,0,0
complex,200,8,1600,2,32,doi_nonprivate_generic,direct_low,0.09860674353,0.09605140019,-0.002555343337,True,68,0.002117761059,4.597445956
complex,200,8,1600,2,32,doi_nonprivate_generic,direct_high,0.1616022877,0.1590934403,-0.002508847331,True,68,0.002117761059,4.597445956
complex,200,8,1600,2,32,doi_nonprivate_generic,spillover_control,0.110137319,0.1130556777,0.002918358689,True,68,0.002117761059,4.597445956
complex,200,8,1600,2,32,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1760977179,0.002964854695,True,68,0.002117761059,4.597445956
complex,200,8,1600,2,32,doi_private_generic,direct_low,0.09860674353,0.1624114053,0.06380466173,True,60,0.0006106410378,2.209267731
complex,200,8,1600,2,32,doi_private_generic,direct_high,0.1616022877,0.2793465244,0.1177442367,True,60,0.0006106410378,2.209267731
complex,200,8,1600,2,32,doi_private_generic,spillover_control,0.110137319,0.06687064594,-0.0432666731,True,60,0.0006106410378,2.209267731
complex,200,8,1600,2,32,doi_private_generic,spillover_treated,0.1731328632,0.1838057651,0.01067290192,True,60,0.0006106410378,2.209267731
complex,200,8,1600,2,32,doi_private_no_interference,direct_low,0.09860674353,0.2900384515,0.191431708,True,11,6.435885588e-05,1.912590257
complex,200,8,1600,2,32,doi_private_no_interference,direct_high,0.1616022877,0.2900384515,0.1284361639,True,11,6.435885588e-05,1.912590257
complex,200,8,1600,2,32,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,11,6.435885588e-05,1.912590257
complex,200,8,1600,2,32,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,11,6.435885588e-05,1.912590257
complex,200,8,1600,0.5,33,design_ht,direct_low,0.09860674353,0.2080588942,0.1094521507,True,0,0,0
complex,200,8,1600,0.5,33,design_ht,direct_high,0.1616022877,0.3859732109,0.2243709233,True,0,0,0
complex,200,8,1600,0.5,33,design_ht,spillover_control,0.110137319,-0.1432248521,-0.2533621711,True,0,0,0
complex,200,8,1600,0.5,33,design_ht,spillover_treated,0.1731328632,0.03468946466,-0.1384433985,True,0,0,0
complex,200,8,1600,0.5,33,doi_nonprivate_generic,direct_low,0.09860674353,0.09740503961,-0.001201703917,True,80,0.003280079606,4.541585098
complex,200,8,1600,0.5,33,doi_nonprivate_generic,direct_high,0.1616022877,0.153685179,-0.007917108625,True,80,0.003280079606,4.541585098
complex,200,8,1600,0.5,33,doi_nonprivate_generic,spillover_control,0.110137319,0.1179468989,0.007809579898,True,80,0.003280079606,4.541585098
complex,200,8,1600,0.5,33,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1742270384,0.001094175189,True,80,0.003280079606,4.541585098
complex,200,8,1600,0.5,33,doi_private_generic,direct_low,0.09860674353,0.1666359174,0.06802917384,True,42,0.0004523812663,6.090830607
complex,200,8,1600,0.5,33,doi_private_generic,direct_high,0.1616022877,0.4095876301,0.2479853424,True,42,0.0004523812663,6.090830607
complex,200,8,1600,0.5,33,doi_private_generic,spillover_control,0.110137319,-0.1130844402,-0.2232217592,True,42,0.0004523812663,6.090830607
complex,200,8,1600,0.5,33,doi_private_generic,spillover_treated,0.1731328632,0.1298672726,-0.04326559062,True,42,0.0004523812663,6.090830607
complex,200,8,1600,0.5,33,doi_private_no_interference,direct_low,0.09860674353,0.2767818073,0.1781750638,True,11,4.450461876e-05,2.284471978
complex,200,8,1600,0.5,33,doi_private_no_interference,direct_high,0.1616022877,0.2767818073,0.1151795196,True,11,4.450461876e-05,2.284471978
complex,200,8,1600,0.5,33,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,11,4.450461876e-05,2.284471978
complex,200,8,1600,0.5,33,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,11,4.450461876e-05,2.284471978
complex,200,8,1600,1,33,design_ht,direct_low,0.09860674353,0.2315334237,0.1329266802,True,0,0,0
complex,200,8,1600,1,33,design_ht,direct_high,0.1616022877,0.2259365851,0.06433429742,True,0,0,0
complex,200,8,1600,1,33,design_ht,spillover_control,0.110137319,-0.1124745633,-0.2226118823,True,0,0,0
complex,200,8,1600,1,33,design_ht,spillover_treated,0.1731328632,-0.1180714019,-0.291204265,True,0,0,0
complex,200,8,1600,1,33,doi_nonprivate_generic,direct_low,0.09860674353,0.09740503961,-0.001201703917,True,80,0.003280079606,4.541585098
complex,200,8,1600,1,33,doi_nonprivate_generic,direct_high,0.1616022877,0.153685179,-0.007917108625,True,80,0.003280079606,4.541585098
complex,200,8,1600,1,33,doi_nonprivate_generic,spillover_control,0.110137319,0.1179468989,0.007809579898,True,80,0.003280079606,4.541585098
complex,200,8,1600,1,33,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1742270384,0.001094175189,True,80,0.003280079606,4.541585098
complex,200,8,1600,1,33,doi_private_generic,direct_low,0.09860674353,0.08382093324,-0.01478581029,True,65,0.0006183350776,2.762374418
complex,200,8,1600,1,33,doi_private_generic,direct_high,0.1616022877,0.2634448996,0.1018426119,True,65,0.0006183350776,2.762374418
complex,200,8,1600,1,33,doi_private_generic,spillover_control,0.110137319,-0.07682770493,-0.186965024,True,65,0.0006183350776,2.762374418
complex,200,8,1600,1,33,doi_private_generic,spillover_treated,0.1731328632,0.1027962614,-0.07033660176,True,65,0.0006183350776,2.762374418
complex,200,8,1600,1,33,doi_private_no_interference,direct_low,0.09860674353,0.173322,0.07471525651,True,9,1.256361464e-06,0.9443057683
complex,200,8,1600,1,33,doi_private_no_interference,direct_high,0.1616022877,0.173322,0.01171971237,True,9,1.256361464e-06,0.9443057683
complex,200,8,1600,1,33,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,1.256361464e-06,0.9443057683
complex,200,8,1600,1,33,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,1.256361464e-06,0.9443057683
complex,200,8,1600,2,33,design_ht,direct_low,0.09860674353,0.142716764,0.04411002051,True,0,0,0
complex,200,8,1600,2,33,design_ht,direct_high,0.1616022877,0.1972816166,0.03567932893,True,0,0,0
complex,200,8,1600,2,33,design_ht,spillover_control,0.110137319,0.004238528779,-0.1058987903,True,0,0,0
complex,200,8,1600,2,33,design_ht,spillover_treated,0.1731328632,0.05880338134,-0.1143294818,True,0,0,0
complex,200,8,1600,2,33,doi_nonprivate_generic,direct_low,0.09860674353,0.09740503961,-0.001201703917,True,80,0.003280079606,4.541585098
complex,200,8,1600,2,33,doi_nonprivate_generic,direct_high,0.1616022877,0.153685179,-0.007917108625,True,80,0.003280079606,4.541585098
complex,200,8,1600,2,33,doi_nonprivate_generic,spillover_control,0.110137319,0.1179468989,0.007809579898,True,80,0.003280079606,4.541585098
complex,200,8,1600,2,33,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1742270384,0.001094175189,True,80,0.003280079606,4.541585098
complex,200,8,1600,2,33,doi_private_generic,direct_low,0.09860674353,0.06885125499,-0.02975548854,True,60,0.002722014856,7.2121235
complex,200,8,1600,2,33,doi_private_generic,direct_high,0.1616022877,0.169164783,0.007562495339,True,60,0.002722014856,7.2121235
complex,200,8,1600,2,33,doi_private_generic,spillover_control,0.110137319,0.08659713611,-0.02354018293,True,60,0.002722014856,7.2121235
complex,200,8,1600,2,33,doi_private_generic,spillover_treated,0.1731328632,0.1869106641,0.01377780095,True,60,0.002722014856,7.2121235
complex,200,8,1600,2,33,doi_private_no_interference,direct_low,0.09860674353,0.202541602,0.1039348585,True,10,7.919597171e-05,1.211361172
complex,200,8,1600,2,33,doi_private_no_interference,direct_high,0.1616022877,0.202541602,0.04093931437,True,10,7.919597171e-05,1.211361172
complex,200,8,1600,2,33,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,10,7.919597171e-05,1.211361172
complex,200,8,1600,2,33,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,10,7.919597171e-05,1.211361172
complex,200,8,1600,0.5,34,design_ht,direct_low,0.09860674353,-0.06795904214,-0.1665657857,True,0,0,0
complex,200,8,1600,0.5,34,design_ht,direct_high,0.1616022877,0.2659329928,0.1043307051,True,0,0,0
complex,200,8,1600,0.5,34,design_ht,spillover_control,0.110137319,0.2145747041,0.1044373851,True,0,0,0
complex,200,8,1600,0.5,34,design_ht,spillover_treated,0.1731328632,0.548466739,0.3753338758,True,0,0,0
complex,200,8,1600,0.5,34,doi_nonprivate_generic,direct_low,0.09860674353,0.100721049,0.002114305498,True,73,0.002642155366,4.580089831
complex,200,8,1600,0.5,34,doi_nonprivate_generic,direct_high,0.1616022877,0.1568142541,-0.004788033561,True,73,0.002642155366,4.580089831
complex,200,8,1600,0.5,34,doi_nonprivate_generic,spillover_control,0.110137319,0.1162587115,0.006121392508,True,73,0.002642155366,4.580089831
complex,200,8,1600,0.5,34,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1723519166,-0.0007809465513,True,73,0.002642155366,4.580089831
complex,200,8,1600,0.5,34,doi_private_generic,direct_low,0.09860674353,-0.01837048209,-0.1169772256,True,48,0.0008483936671,7.621008714
complex,200,8,1600,0.5,34,doi_private_generic,direct_high,0.1616022877,0.1197136615,-0.04188862613,True,48,0.0008483936671,7.621008714
complex,200,8,1600,0.5,34,doi_private_generic,spillover_control,0.110137319,0.1519814059,0.04184408682,True,48,0.0008483936671,7.621008714
complex,200,8,1600,0.5,34,doi_private_generic,spillover_treated,0.1731328632,0.2900655495,0.1169326863,True,48,0.0008483936671,7.621008714
complex,200,8,1600,0.5,34,doi_private_no_interference,direct_low,0.09860674353,0.1973164071,0.09870966357,True,9,3.597770097e-05,0.8610707981
complex,200,8,1600,0.5,34,doi_private_no_interference,direct_high,0.1616022877,0.1973164071,0.03571411943,True,9,3.597770097e-05,0.8610707981
complex,200,8,1600,0.5,34,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,3.597770097e-05,0.8610707981
complex,200,8,1600,0.5,34,doi_private_no_interference,spillover_treated,0.1731328632,0,-0.1731328632,True,9,3.597770097e-05,0.8610707981
complex,200,8,1600,1,34,design_ht,direct_low,0.09860674353,0.03335029116,-0.06525645237,True,0,0,0
complex,200,8,1600,1,34,design_ht,direct_high,0.1616022877,0.09409611069,-0.06750617698,True,0,0,0
complex,200,8,1600,1,34,design_ht,spillover_control,0.110137319,0.2680341516,0.1578968326,True,0,0,0
complex,200,8,1600,1,34,design_ht,spillover_treated,0.1731328632,0.3287799711,0.155647108,True,0,0,0
complex,200,8,1600,1,34,doi_nonprivate_generic,direct_low,0.09860674353,0.100721049,0.002114305498,True,73,0.002642155366,4.580089831
complex,200,8,1600,1,34,doi_nonprivate_generic,direct_high,0.1616022877,0.1568142541,-0.004788033561,True,73,0.002642155366,4.580089831
complex,200,8,1600,1,34,doi_nonprivate_generic,spillover_control,0.110137319,0.1162587115,0.006121392508,True,73,0.002642155366,4.580089831
complex,200,8,1600,1,34,doi_nonprivate_generic,spillover_treated,0.1731328632,0.1723519166,-0.0007809465513,True,73,0.002642155366,4.580089831
complex,200,8,1600,1,34,doi_private_generic,direct_low,0.09860674353,0.002423720277,-0.09618302325,True,91,0.002555564419,6.694815154
complex,200,8,1600,1,34,doi_private_generic,direct_high,0.1616022877,0.039995631,-0.1216066567,True,91,0.002555564419,6.694815154
complex,200,8,1600,1,34,doi_private_generic,spillover_control,0.110137319,0.1722819983,0.06214467922,True,91,0.002555564419,6.694815154
complex,200,8,1600,1,34,doi_private_generic,spillover_treated,0.1731328632,0.209853909,0.0367210458,True,91,0.002555564419,6.694815154
complex,200,8,1600,1,34,doi_private_no_interference,direct_low,0.09860674353,0.1342641744,0.03565743086,True,9,4.539053738e-05,0.8211887741
complex,200,8,1600,1,34,doi_private_no_interference,direct_high,0.1616022877,0.1342641744,-0.02733811328,True,9,4.539053738e-05,0.8211887741
complex,200,8,1600,1,34,doi_private_no_interference,spillover_control,0.110137319,0,-0.110137319,True,9,4.539053738e-05,0.8211887741
