scenario,cluster_count,cluster_size,sample_size,epsilon,method,effect,replications,bias,mcse_bias,rmse,mcse_rmse,projected_rmse,mcse_projected_rmse,outside_parameter_space,empirical_standard_deviation,average_standard_error,standard_error_ratio,coverage,mcse_coverage,coverage_low,coverage_high,average_interval_length,average_projected_interval_length
linear,200,8,1600,0.5,laplace,spillover_treated,400,-0.01537176262,0.01305899549,0.2613057577,0.009533030491,0.2613057577,0.00953303049,0,0.2611799098,0.2642918931,1.011915094,0.955,0.01036520622,0.9299952708,0.9713485413,1.042344256,1.030107916
linear,200,8,1600,0.5,naive_bit,direct_high,400,-0.1246445313,0.002997235209,0.1382774143,0.002914750613,0.1382774143,0.002914750613,0,0.05994470418,0.06228516971,1.039043742,0.5,0.025,0.4512345042,0.5487654958,0.2456472961,0.2456472961
linear,200,8,1600,0.5,naive_bit,direct_low,400,-0.0997265625,0.003192724376,0.1183747834,0.002662615474,0.1183747834,0.002662615474,0,0.06385448752,0.06152870193,0.9635767871,0.62,0.0242693222,0.5715045437,0.6662125056,0.2426638528,0.2426638528
linear,200,8,1600,0.5,naive_bit,spillover_control,400,-0.0986015625,0.004298631074,0.1307481608,0.004180538231,0.1307481608,0.004180538231,0,0.08597262148,0.08699879886,1.011936095,0.8,0.02,0.7580296831,0.8362629403,0.3431157015,0.3431157015
linear,200,8,1600,0.5,naive_bit,spillover_treated,400,-0.1235195313,0.004589907306,0.1538275235,0.004494722153,0.1538275235,0.004494722153,0,0.09179814612,0.09211435825,1.003444646,0.7575,0.02142975443,0.7131775779,0.7969235905,0.3632910232,0.3632910232
linear,200,8,1600,0.5,nonprivate,direct_high,400,0.001555275647,0.002259060699,0.04515149637,0.001530922358,0.04515149637,0.001530922358,0,0.04518121399,0.04608143192,1.019924607,0.945,0.01139901312,0.9181325522,0.9634015059,0.1817411625,0.1817411625
linear,200,8,1600,0.5,nonprivate,direct_low,400,0.0004936112281,0.002114662271,0.04224322979,0.001646336321,0.04224322979,0.001646336321,0,0.04229324542,0.04018299356,0.9501042816,0.925,0.01316956719,0.8949522937,0.9469622561,0.1584782342,0.1584782342
linear,200,8,1600,0.5,nonprivate,spillover_control,400,0.001327694602,0.003275987054,0.06545125783,0.002276734149,0.06545125783,0.002276734149,0,0.06551974107,0.06264318968,0.9560964169,0.9375,0.01210307296,0.9093658839,0.9573108586,0.2470592957,0.2470592957
linear,200,8,1600,0.5,nonprivate,spillover_treated,400,0.002389359019,0.004331280279,0.08655024316,0.00320670539,0.08655024316,0.00320670539,0,0.08662560558,0.08613126187,0.9942933304,0.945,0.01139901312,0.9181325522,0.9634015059,0.339694211,0.339694211
linear,200,8,1600,0.5,one_bit,direct_high,400,0.0068280539,0.008839843045,0.1767076951,0.006561143191,0.1767076951,0.006561143191,0,0.1767968609,0.1849220031,1.045957503,0.955,0.01036520622,0.9299952708,0.9713485413,0.7293163084,0.7288959325
linear,200,8,1600,0.5,one_bit,direct_low,400,-0.003684255405,0.0094782853,0.1893644442,0.00654425596,0.1893644442,0.00654425596,0,0.189565706,0.1852127262,0.9770370922,0.945,0.01139901312,0.9181325522,0.9634015059,0.7304628949,0.7300137899
linear,200,8,1600,0.5,one_bit,spillover_control,400,-0.002896457235,0.008898714674,0.1777752837,0.006667251737,0.1777752837,0.006667251737,0,0.1779742935,0.1903555962,1.069567927,0.96,0.009797958971,0.9360177523,0.9752309369,0.7507459273,0.7504223109
linear,200,8,1600,0.5,one_bit,spillover_treated,400,0.007615852068,0.01020701087,0.2040270728,0.007369894011,0.2040270728,0.007369894011,0,0.2041402173,0.1994175236,0.9768654418,0.9525,0.01063528914,0.9270084506,0.969382923,0.7864853813,0.7858825393
linear,200,8,1600,1,laplace,direct_high,400,-0.001941926262,0.006949599031,0.1388317141,0.004971053044,0.1388317141,0.004971053044,0,0.1389919806,0.1322202444,0.9512796624,0.9275,0.01296569994,0.8978175067,0.9490494816,0.5214651525,0.5214651525
linear,200,8,1600,1,laplace,direct_low,400,-0.002920496856,0.006455346337,0.1289785111,0.004516629384,0.1289785111,0.004516629384,0,0.1291069267,0.1311250205,1.015631181,0.945,0.01139901312,0.9181325522,0.9634015059,0.5171456847,0.5171456847
linear,200,8,1600,1,laplace,spillover_control,400,0.002540879733,0.007123092301,0.1423063428,0.005457403403,0.1423063428,0.005457403403,0,0.142461846,0.138959761,0.9754173826,0.945,0.01139901312,0.9181325522,0.9634015059,0.54804522,0.54804522
linear,200,8,1600,1,laplace,spillover_treated,400,0.003519450327,0.007604015068,0.1519308512,0.00539372848,0.1519308512,0.00539372848,0,0.1520803014,0.1511328152,0.99376983,0.94,0.01187434209,0.9122771511,0.9593520299,0.5960546881,0.5960546881
linear,200,8,1600,1,naive_bit,direct_high,400,-0.08869140625,0.003108010771,0.1082607879,0.002828705032,0.1082607879,0.002828705032,0,0.06216021543,0.06246968334,1.004978553,0.7,0.02291287847,0.6533627542,0.742832328,0.2463750018,0.2463750018
linear,200,8,1600,1,naive_bit,direct_low,400,-0.0685,0.003168377862,0.09326123895,0.002520043291,0.09326123895,0.002520043291,0,0.06336755723,0.06028397508,0.9513381564,0.765,0.02119994104,0.7210494588,0.8039090252,0.2377547583,0.2377547583
linear,200,8,1600,1,naive_bit,spillover_control,400,-0.066453125,0.0043305103,0.1090806687,0.003797213093,0.1090806687,0.003797213093,0,0.08661020599,0.08381273822,0.9677004835,0.855,0.01760504189,0.8171167607,0.8861295103,0.3305501552,0.3305501552
linear,200,8,1600,1,naive_bit,spillover_treated,400,-0.08664453125,0.004814902008,0.1294503922,0.004739784191,0.1294503922,0.004739784191,0,0.09629804016,0.09331297526,0.9690018105,0.87,0.01681517172,0.8334921545,0.8994687477,0.3680182645,0.3680182645
linear,200,8,1600,1,nonprivate,direct_high,400,0.001555275647,0.002259060699,0.04515149637,0.001530922358,0.04515149637,0.001530922358,0,0.04518121399,0.04608143192,1.019924607,0.945,0.01139901312,0.9181325522,0.9634015059,0.1817411625,0.1817411625
linear,200,8,1600,1,nonprivate,direct_low,400,0.0004936112281,0.002114662271,0.04224322979,0.001646336321,0.04224322979,0.001646336321,0,0.04229324542,0.04018299356,0.9501042816,0.925,0.01316956719,0.8949522937,0.9469622561,0.1584782342,0.1584782342
linear,200,8,1600,1,nonprivate,spillover_control,400,0.001327694602,0.003275987054,0.06545125783,0.002276734149,0.06545125783,0.002276734149,0,0.06551974107,0.06264318968,0.9560964169,0.9375,0.01210307296,0.9093658839,0.9573108586,0.2470592957,0.2470592957
linear,200,8,1600,1,nonprivate,spillover_treated,400,0.002389359019,0.004331280279,0.08655024316,0.00320670539,0.08655024316,0.00320670539,0,0.08662560558,0.08613126187,0.9942933304,0.945,0.01139901312,0.9181325522,0.9634015059,0.339694211,0.339694211
linear,200,8,1600,1,one_bit,direct_high,400,0.002792604054,0.005264252708,0.1051904412,0.003535077998,0.1051904412,0.003535077998,0,0.1052850542,0.1054429698,1.001499887,0.9625,0.009499177596,0.9390561576,0.9771449702,0.4158579087,0.4158579087
linear,200,8,1600,1,one_bit,direct_low,400,0.004106140875,0.005232926106,0.1046082364,0.00411089441,0.1046082364,0.00411089441,0,0.1046585221,0.1023794411,0.9782236458,0.9325,0.01254429651,0.9035733346,0.9531985308,0.4037756176,0.4037756176
linear,200,8,1600,1,one_bit,spillover_control,400,0.007098728023,0.005745782073,0.1149912283,0.003782615334,0.1149912283,0.003782615334,0,0.1149156415,0.1135485759,0.9881037466,0.945,0.01139901312,0.9181325522,0.9634015059,0.4478257146,0.4478257146
linear,200,8,1600,1,one_bit,spillover_treated,400,0.005785191203,0.006578226797,0.131527269,0.005326429415,0.131527269,0.005326429415,0,0.1315645359,0.12792901,0.9723669762,0.9375,0.01210307296,0.9093658839,0.9573108586,0.5045408969,0.5045408969
linear,200,8,1600,2,laplace,direct_high,400,0.005383617921,0.003939380379,0.07887301016,0.002771412098,0.07887301016,0.002771412098,0,0.07878760757,0.07717158998,0.9794889369,0.9475,0.01115165346,0.9210780249,0.9654084716,0.3043580438,0.3043580438
linear,200,8,1600,2,laplace,direct_low,400,0.0008822583936,0.003672160865,0.07335666148,0.002660180583,0.07335666148,0.002660180583,0,0.07344321731,0.07450674216,1.014480913,0.9525,0.01063528914,0.9270084506,0.969382923,0.2938481156,0.2938481156
linear,200,8,1600,2,laplace,spillover_control,400,-0.001839936885,0.0044378924,0.08866592389,0.002952595819,0.08866592389,0.002952595819,0,0.08875784799,0.08789030327,0.9902257125,0.935,0.01232629304,0.9064647858,0.9552595181,0.3466317174,0.3466317174
linear,200,8,1600,2,laplace,spillover_treated,400,0.002661422644,0.005144294346,0.1027916589,0.003933530728,0.1027916589,0.003933530728,0,0.1028858869,0.1067182228,1.037248411,0.955,0.01036520622,0.9299952708,0.9713485413,0.4208873955,0.4208873955
linear,200,8,1600,2,naive_bit,direct_high,400,-0.0372734375,0.003180744751,0.07366170562,0.002704986877,0.07366170562,0.002704986877,0,0.06361489503,0.06316689454,0.9929576166,0.915,0.01394408477,0.8835678157,0.93853698,0.2491247421,0.2491247421
linear,200,8,1600,2,naive_bit,direct_low,400,-0.03061328125,0.003187611762,0.07064955498,0.002358099642,0.07064955498,0.002358099642,0,0.06375223525,0.05979326134,0.9379006259,0.88,0.01624807681,0.8444860471,0.9082846092,0.235819426,0.235819426
linear,200,8,1600,2,naive_bit,spillover_control,400,-0.03195703125,0.004151490128,0.08887049616,0.003244050556,0.08887049616,0.003244050556,0,0.08302980255,0.07950750775,0.9575779456,0.9275,0.01296569994,0.8978175067,0.9490494816,0.3135707005,0.3135707005
linear,200,8,1600,2,naive_bit,spillover_treated,400,-0.0386171875,0.004842184578,0.1041467283,0.00367041483,0.1041467283,0.00367041483,0,0.09684369157,0.09517717719,0.9827917095,0.925,0.01316956719,0.8949522937,0.9469622561,0.3753705148,0.3753705148
linear,200,8,1600,2,nonprivate,direct_high,400,0.001555275647,0.002259060699,0.04515149637,0.001530922358,0.04515149637,0.001530922358,0,0.04518121399,0.04608143192,1.019924607,0.945,0.01139901312,0.9181325522,0.9634015059,0.1817411625,0.1817411625
linear,200,8,1600,2,nonprivate,direct_low,400,0.0004936112281,0.002114662271,0.04224322979,0.001646336321,0.04224322979,0.001646336321,0,0.04229324542,0.04018299356,0.9501042816,0.925,0.01316956719,0.8949522937,0.9469622561,0.1584782342,0.1584782342
linear,200,8,1600,2,nonprivate,spillover_control,400,0.001327694602,0.003275987054,0.06545125783,0.002276734149,0.06545125783,0.002276734149,0,0.06551974107,0.06264318968,0.9560964169,0.9375,0.01210307296,0.9093658839,0.9573108586,0.2470592957,0.2470592957
linear,200,8,1600,2,nonprivate,spillover_treated,400,0.002389359019,0.004331280279,0.08655024316,0.00320670539,0.08655024316,0.00320670539,0,0.08662560558,0.08613126187,0.9942933304,0.945,0.01139901312,0.9181325522,0.9634015059,0.339694211,0.339694211
linear,200,8,1600,2,one_bit,direct_high,400,0.003426040791,0.003755861552,0.07510146243,0.002807432206,0.07510146243,0.002807432206,0,0.07511723105,0.07388927824,0.9836528478,0.9525,0.01063528914,0.9270084506,0.969382923,0.2914128915,0.2914128915
linear,200,8,1600,2,one_bit,direct_low,400,0.000773397297,0.003713330573,0.07417775204,0.002736307411,0.07417775204,0.002736307411,0,0.07426661146,0.07004819879,0.9431990691,0.9325,0.01254429651,0.9035733346,0.9531985308,0.2762640081,0.2762640081
linear,200,8,1600,2,one_bit,spillover_control,400,-0.001377396797,0.004427408465,0.08844814053,0.003205155895,0.08844814053,0.003205155895,0,0.08854816931,0.08478533717,0.9575052521,0.9425,0.01163977556,0.9151991623,0.9613824572,0.334386001,0.334386001
linear,200,8,1600,2,one_bit,spillover_treated,400,0.001275246697,0.005293241953,0.1057401153,0.003477695384,0.1057401153,0.003477695384,0,0.1058648391,0.1035650322,0.9782760091,0.945,0.01139901312,0.9181325522,0.9634015059,0.4084514862,0.4084514862
linear,400,8,3200,0.5,laplace,direct_high,400,-0.004581127692,0.008976560074,0.1793651594,0.007112229551,0.1793651594,0.007112229551,0,0.1795312015,0.1797353716,1.00113724,0.945,0.01139901312,0.9181325522,0.9634015059,0.7066933462,0.7063679503
linear,400,8,3200,0.5,laplace,direct_low,400,-0.01145136965,0.009007519078,0.1802890968,0.0060621236,0.1802890968,0.0060621236,0,0.1801503816,0.1786634051,0.9917459156,0.9525,0.01063528914,0.9270084506,0.969382923,0.7024785297,0.7021937426
linear,400,8,3200,0.5,laplace,spillover_control,400,0.005952847733,0.009306116476,0.1859848223,0.007270539964,0.1859848223,0.007270539964,0,0.1861223295,0.1821932804,0.9788899637,0.9475,0.01115165346,0.9210780249,0.9654084716,0.7163574861,0.7157810577
linear,400,8,3200,0.5,laplace,spillover_treated,400,0.01282308969,0.008838757816,0.177019106,0.006695077818,0.177019106,0.006695077818,0,0.1767751563,0.1862004005,1.053317697,0.955,0.01036520622,0.9299952708,0.9713485413,0.7321128997,0.731908308
linear,400,8,3200,0.5,naive_bit,direct_high,400,-0.1301777344,0.002232868989,0.137606462,0.0020927778,0.137606462,0.0020927778,0,0.04465737977,0.04415077459,0.9886557344,0.155,0.01809523418,0.1228325867,0.1937308964,0.1735944258,0.1735944258
linear,400,8,3200,0.5,naive_bit,direct_low,400,-0.09935546875,0.002094033519,0.1078012743,0.001953026943,0.1078012743,0.001953026943,0,0.04188067039,0.04346327333,1.037788386,0.365,0.02407150805,0.3193122417,0.4132560778,0.1708912708,0.1708912708
linear,400,8,3200,0.5,naive_bit,spillover_control,400,-0.09845703125,0.003189369211,0.1172708204,0.002866817405,0.1172708204,0.002866817405,0,0.06378738422,0.06178421472,0.9685961491,0.645,0.02392566613,0.5969304612,0.6903109734,0.2429265483,0.2429265483
linear,400,8,3200,0.5,naive_bit,spillover_treated,400,-0.1292792969,0.003233431488,0.1445154428,0.00328688495,0.1445154428,0.00328688495,0,0.06466862976,0.06519124378,1.008081415,0.515,0.02498874747,0.4661135603,0.5636010708,0.2563224912,0.2563224912
linear,400,8,3200,0.5,nonprivate,direct_high,400,-0.00230414556,0.001624295293,0.0325269862,0.001052176845,0.0325269862,0.001052176845,0,0.03248590586,0.03252186592,1.001106943,0.955,0.01036520622,0.9299952708,0.9713485413,0.1278712478,0.1278712478
linear,400,8,3200,0.5,nonprivate,direct_low,400,0.0007470350298,0.001323278962,0.02644303081,0.001016256894,0.02644303081,0.001016256894,0,0.02646557924,0.02844821811,1.074913867,0.9625,0.009499177596,0.9390561576,0.9771449702,0.111854257,0.111854257
linear,400,8,3200,0.5,nonprivate,spillover_control,400,0.001588955727,0.002261808039,0.04520751317,0.001439877659,0.04520751317,0.001439877659,0,0.04523616078,0.04432896435,0.9799453265,0.955,0.01036520622,0.9299952708,0.9713485413,0.174295042,0.174295042
linear,400,8,3200,0.5,nonprivate,spillover_treated,400,-0.001462224861,0.003009368398,0.06012986832,0.001995760201,0.06012986832,0.001995760201,0,0.06018736795,0.06078678047,1.009959108,0.9525,0.01063528914,0.9270084506,0.969382923,0.2390047819,0.2390047819
linear,400,8,3200,0.5,one_bit,direct_high,400,-0.005879720316,0.006509526922,0.130160568,0.004458832859,0.130160568,0.004458832859,0,0.1301905384,0.1315828624,1.010694509,0.94,0.01187434209,0.9122771511,0.9593520299,0.5173646816,0.5173646816
linear,400,8,3200,0.5,one_bit,direct_low,400,-0.001482637432,0.006482851719,0.129503349,0.004360329711,0.129503349,0.004360329711,0,0.1296570344,0.1307029406,1.008066714,0.95,0.01089724736,0.9240363649,0.9674025702,0.5139049571,0.5139049571
linear,400,8,3200,0.5,one_bit,spillover_control,400,-0.001945050178,0.006816081098,0.136165006,0.005011278776,0.136165006,0.005011278776,0,0.136321622,0.1349820895,0.9901737345,0.9325,0.01254429651,0.9035733346,0.9531985308,0.5307299484,0.5307299484
linear,400,8,3200,0.5,one_bit,spillover_treated,400,-0.006342133062,0.006979673558,0.1395630467,0.005143532196,0.1395630467,0.005143532196,0,0.1395934712,0.1411485859,1.011140311,0.9475,0.01115165346,0.9210780249,0.9654084716,0.5549757156,0.5549757156
linear,400,8,3200,1,laplace,direct_high,400,-0.001338041925,0.004625520443,0.09240438661,0.002980760464,0.09240438661,0.002980760464,0,0.09251040887,0.09391321,1.015163711,0.96,0.009797958971,0.9360177523,0.9752309369,0.369253086,0.369253086
linear,400,8,3200,1,laplace,direct_low,400,0.006753509536,0.00455939182,0.09132383776,0.003197133539,0.09132383776,0.003197133539,0,0.09118783639,0.09305883217,1.020518041,0.955,0.01036520622,0.9299952708,0.9713485413,0.3658937966,0.3658937966
linear,400,8,3200,1,laplace,spillover_control,400,0.001000677958,0.004898261895,0.09784782176,0.003494178865,0.09784782176,0.003494178865,0,0.0979652379,0.0986159954,1.006642739,0.96,0.009797958971,0.9360177523,0.9752309369,0.3877437543,0.3877437543
linear,400,8,3200,1,laplace,spillover_treated,400,-0.007090873504,0.00526349745,0.1053771239,0.003770285455,0.1053771239,0.003770285455,0,0.105269949,0.1075590615,1.021745166,0.96,0.009797958971,0.9360177523,0.9752309369,0.4229065899,0.4229065899
linear,400,8,3200,1,naive_bit,direct_high,400,-0.09059570312,0.00221328705,0.1008074333,0.002165200238,0.1008074333,0.002165200238,0,0.04426574099,0.04442139833,1.003516429,0.4875,0.02499218628,0.4388685044,0.5363693029,0.174658479,0.174658479
linear,400,8,3200,1,naive_bit,direct_low,400,-0.07021289062,0.002054230234,0.0813238888,0.001820994749,0.0813238888,0.001820994749,0,0.04108460468,0.04297218522,1.045943743,0.6125,0.02435896909,0.5639027294,0.6589570043,0.1689603838,0.1689603838
linear,400,8,3200,1,naive_bit,spillover_control,400,-0.07049414063,0.00301415558,0.09270594519,0.002618052039,0.09270594519,0.002618052039,0,0.0602831116,0.05940665051,0.9854609182,0.7375,0.02199964488,0.6922684601,0.7782132001,0.2335783116,0.2335783116
linear,400,8,3200,1,naive_bit,spillover_treated,400,-0.09087695313,0.003323263237,0.1125398061,0.003181204103,0.1125398061,0.003181204103,0,0.06646526473,0.06605885522,0.9938853848,0.7375,0.02199964488,0.6922684601,0.7782132001,0.2597338132,0.2597338132
linear,400,8,3200,1,nonprivate,direct_high,400,-0.00230414556,0.001624295293,0.0325269862,0.001052176845,0.0325269862,0.001052176845,0,0.03248590586,0.03252186592,1.001106943,0.955,0.01036520622,0.9299952708,0.9713485413,0.1278712478,0.1278712478
linear,400,8,3200,1,nonprivate,direct_low,400,0.0007470350298,0.001323278962,0.02644303081,0.001016256894,0.02644303081,0.001016256894,0,0.02646557924,0.02844821811,1.074913867,0.9625,0.009499177596,0.9390561576,0.9771449702,0.111854257,0.111854257
linear,400,8,3200,1,nonprivate,spillover_control,400,0.001588955727,0.002261808039,0.04520751317,0.001439877659,0.04520751317,0.001439877659,0,0.04523616078,0.04432896435,0.9799453265,0.955,0.01036520622,0.9299952708,0.9713485413,0.174295042,0.174295042
linear,400,8,3200,1,nonprivate,spillover_treated,400,-0.001462224861,0.003009368398,0.06012986832,0.001995760201,0.06012986832,0.001995760201,0,0.06018736795,0.06078678047,1.009959108,0.9525,0.01063528914,0.9270084506,0.969382923,0.2390047819,0.2390047819
linear,400,8,3200,1,one_bit,direct_high,400,0.002403492628,0.003747793328,0.07490068593,0.002674574944,0.07490068593,0.002674574944,0,0.07495586656,0.07504622197,1.001205448,0.935,0.01232629304,0.9064647858,0.9552595181,0.2950708324,0.2950708324
linear,400,8,3200,1,one_bit,direct_low,400,0.000658686863,0.003649897076,0.07290961243,0.002810017485,0.07290961243,0.002810017485,0,0.07299794151,0.07301270804,1.000202287,0.9525,0.01063528914,0.9270084506,0.969382923,0.2870753514,0.2870753514
linear,400,8,3200,1,one_bit,spillover_control,400,-0.001509440743,0.004020822977,0.08033005887,0.002887319269,0.08033005887,0.002887319268,0,0.08041645953,0.08054164795,1.001556751,0.9475,0.01115165346,0.9210780249,0.9654084716,0.3166780483,0.3166780483
linear,400,8,3200,1,one_bit,spillover_treated,400,0.0002353650245,0.004645737228,0.09279882693,0.003284635501,0.09279882693,0.003284635501,0,0.09291474456,0.09071808834,0.9763583678,0.9525,0.01063528914,0.9270084506,0.969382923,0.3566903322,0.3566903322
linear,400,8,3200,2,laplace,direct_high,400,0.003381473411,0.002791557334,0.0558637495,0.001892221846,0.05586374951,0.001892221846,0,0.05583114667,0.05498935678,0.9849225757,0.95,0.01089724736,0.9240363649,0.9674025702,0.216210155,0.216210155
linear,400,8,3200,2,laplace,direct_low,400,-0.0003084527005,0.00279997592,0.05593032575,0.002084713543,0.05593032576,0.002084713543,0,0.0559995184,0.05259879511,0.939272276,0.935,0.01232629304,0.9064647858,0.9552595181,0.2068108141,0.2068108141
linear,400,8,3200,2,laplace,spillover_control,400,-0.003264190713,0.003263772538,0.06527547167,0.002297531943,0.06527547167,0.002297531943,0,0.06527545076,0.06269456234,0.9604615763,0.9475,0.01115165346,0.9210780249,0.9654084716,0.2465059028,0.2465059028
linear,400,8,3200,2,laplace,spillover_treated,400,0.0004257354006,0.003873195371,0.07736818829,0.00286280886,0.07736818829,0.00286280886,0,0.07746390741,0.07518423473,0.9705711633,0.9425,0.01163977556,0.9151991623,0.9613824572,0.2956134786,0.2956134786
linear,400,8,3200,2,naive_bit,direct_high,400,-0.04220117187,0.002218209615,0.06118986854,0.001969337981,0.06118986854,0.001969337981,0,0.0443641923,0.04458582507,1.004995758,0.845,0.01809523418,0.8062691036,0.8771674133,0.175304981,0.175304981
linear,400,8,3200,2,naive_bit,direct_low,400,-0.0328203125,0.002023078599,0.0520597625,0.001647060975,0.0520597625,0.001647060975,0,0.04046157197,0.04223979748,1.043948503,0.8625,0.01721872164,0.8252880733,0.8928155133,0.1660807417,0.1660807417
linear,400,8,3200,2,naive_bit,spillover_control,400,-0.0297265625,0.002851567704,0.06425038853,0.002051283179,0.06425038853,0.002051283179,0,0.05703135407,0.05645516108,0.9898969084,0.9,0.015,0.8666894237,0.9257007409,0.2219734843,0.2219734843
linear,400,8,3200,2,naive_bit,spillover_treated,400,-0.03910742187,0.003377865469,0.07798698943,0.002749844882,0.07798698943,0.002749844882,0,0.06755730937,0.06711169117,0.9934038491,0.9125,0.01412831819,0.8807392674,0.9364130898,0.2638734111,0.2638734111
linear,400,8,3200,2,nonprivate,direct_high,400,-0.00230414556,0.001624295293,0.0325269862,0.001052176845,0.0325269862,0.001052176845,0,0.03248590586,0.03252186592,1.001106943,0.955,0.01036520622,0.9299952708,0.9713485413,0.1278712478,0.1278712478
linear,400,8,3200,2,nonprivate,direct_low,400,0.0007470350298,0.001323278962,0.02644303081,0.001016256894,0.02644303081,0.001016256894,0,0.02646557924,0.02844821811,1.074913867,0.9625,0.009499177596,0.9390561576,0.9771449702,0.111854257,0.111854257
linear,400,8,3200,2,nonprivate,spillover_control,400,0.001588955727,0.002261808039,0.04520751317,0.001439877659,0.04520751317,0.001439877659,0,0.04523616078,0.04432896435,0.9799453265,0.955,0.01036520622,0.9299952708,0.9713485413,0.174295042,0.174295042
linear,400,8,3200,2,nonprivate,spillover_treated,400,-0.001462224861,0.003009368398,0.06012986832,0.001995760201,0.06012986832,0.001995760201,0,0.06018736795,0.06078678047,1.009959108,0.9525,0.01063528914,0.9270084506,0.969382923,0.2390047819,0.2390047819
linear,400,8,3200,2,one_bit,direct_high,400,-0.002040640076,0.002582693467,0.05162960512,0.001921642214,0.05162960512,0.001921642214,0,0.05165386935,0.0521584643,1.009768774,0.9525,0.01063528914,0.9270084506,0.969382923,0.2050794974,0.2050794974
linear,400,8,3200,2,one_bit,direct_low,400,-0.002054813347,0.002394937245,0.04788294368,0.001646273966,0.04788294368,0.001646273966,0,0.04789874489,0.0494701604,1.032807029,0.9475,0.01115165346,0.9210780249,0.9654084716,0.1945094773,0.1945094773
linear,400,8,3200,2,one_bit,spillover_control,400,0.001587971197,0.003019299379,0.06033135984,0.001990144995,0.06033135984,0.001990144995,0,0.06038598758,0.0602118982,0.9971170567,0.9575,0.01008634597,0.9329979457,0.973298305,0.2367444284,0.2367444284
linear,400,8,3200,2,one_bit,spillover_treated,400,0.001602144469,0.003675969022,0.07344490056,0.00260098069,0.07344490056,0.00260098069,0,0.07351938043,0.07299421841,0.9928568219,0.9525,0.01063528914,0.9270084506,0.969382923,0.2870026528,0.2870026528
